StopAbbr,Route_EOL_exist,Route_Num_exist,Route_Count_exist,Route_EOL_bnr,Route_Num_bnr,Route_Count_bnr,_merge,Unchanged_Num,Unchanged_EOL
100096,58_West End Stn,['58'],1,,,,left_only,FALSE,FALSE
100098,58_West End Stn,['58'],1,,,,left_only,FALSE,FALSE
100100,58_West End Stn,['58'],1,,,,left_only,FALSE,FALSE
100102,58_Bolton/Parrot Ave,['58'],1,,,,left_only,FALSE,FALSE
100114,"1_Ashby Stn, 68_Moores Mill Ctr","['1', '68']",2,1_Arts Center Stn,['1'],1,both,FALSE,FALSE
100115,"1_Ashby Stn, 68_Moores Mill Ctr","['1', '68']",2,1_Arts Center Stn,['1'],1,both,FALSE,FALSE
100124,3_HE Holmes Stn,['3'],1,3_HE Holmes Stn,['3'],1,both,TRUE,TRUE
100126,3_HE Holmes Stn,['3'],1,3_HE Holmes Stn,['3'],1,both,TRUE,TRUE
100128,3_Helene Mills Sr Ctr,['3'],1,3_Ashby Stn,['3'],1,both,TRUE,FALSE
100130,3_HE Holmes Stn,['3'],1,3_HE Holmes Stn,['3'],1,both,TRUE,TRUE
100132,3_Helene Mills Sr Ctr,['3'],1,3_Ashby Stn,['3'],1,both,TRUE,FALSE
100134,3_HE Holmes Stn,['3'],1,3_HE Holmes Stn,['3'],1,both,TRUE,TRUE
100136,3_Helene Mills Sr Ctr,['3'],1,3_Ashby Stn,['3'],1,both,TRUE,FALSE
100137,3_Helene Mills Sr Ctr,['3'],1,3_Ashby Stn,['3'],1,both,TRUE,FALSE
100138,3_HE Holmes Stn,['3'],1,3_HE Holmes Stn,['3'],1,both,TRUE,TRUE
100142,3_HE Holmes Stn,['3'],1,3_HE Holmes Stn,['3'],1,both,TRUE,TRUE
100148,3_HE Holmes Stn,['3'],1,3_HE Holmes Stn,['3'],1,both,TRUE,TRUE
100150,3_HE Holmes Stn,['3'],1,3_HE Holmes Stn,['3'],1,both,TRUE,TRUE
100152,813_Georgia State Stn,['813'],1,,,,left_only,FALSE,FALSE
100154,813_West Lake Stn,['813'],1,,,,left_only,FALSE,FALSE
100160,813_Georgia State Stn,['813'],1,,,,left_only,FALSE,FALSE
100162,813_West Lake Stn,['813'],1,"21_West Lake Stn, 22_Ashview Triangle","['21', '22']",2,both,FALSE,FALSE
100164,3_Helene Mills Sr Ctr,['3'],1,3_Ashby Stn,['3'],1,both,TRUE,FALSE
100166,58_Bolton/Parrot Ave,['58'],1,,,,left_only,FALSE,FALSE
100168,813_West Lake Stn,['813'],1,"21_West Lake Stn, 22_Ashview Triangle","['21', '22']",2,both,FALSE,FALSE
100170,813_West Lake Stn,['813'],1,,,,left_only,FALSE,FALSE
101002,68_HE Holmes Stn,['68'],1,,,,left_only,FALSE,FALSE
101006,68_Ashby Stn,['68'],1,,,,left_only,FALSE,FALSE
101008,68_Ashby Stn,['68'],1,,,,left_only,FALSE,FALSE
101010,813_West Lake Stn,['813'],1,"21_West Lake Stn, 22_Ashview Triangle","['21', '22']",2,both,FALSE,FALSE
101016,813_West Lake Stn,['813'],1,"21_West Lake Stn, 22_Ashview Triangle","['21', '22']",2,both,FALSE,FALSE
101022,813_West Lake Stn,['813'],1,"21_West Lake Stn, 22_Ashview Triangle","['21', '22']",2,both,FALSE,FALSE
101024,813_West Lake Stn,['813'],1,21_West Lake Stn,['21'],1,both,FALSE,FALSE
101026,813_West Lake Stn,['813'],1,21_West Lake Stn,['21'],1,both,FALSE,FALSE
101030,813_West Lake Stn,['813'],1,"21_West Lake Stn, 22_Ashview Triangle","['21', '22']",2,both,FALSE,FALSE
101036,813_Georgia State Stn,['813'],1,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2,both,FALSE,FALSE
101040,813_Georgia State Stn,['813'],1,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2,both,FALSE,FALSE
101042,813_Georgia State Stn,['813'],1,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2,both,FALSE,FALSE
101044,813_Georgia State Stn,['813'],1,21_Kensington Stn,['21'],1,both,FALSE,FALSE
101046,813_Georgia State Stn,['813'],1,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2,both,FALSE,FALSE
101069,3_Helene Mills Sr Ctr,['3'],1,3_Ashby Stn,['3'],1,both,TRUE,FALSE
101092,40_West End Stn,['40'],1,,,,left_only,FALSE,FALSE
101096,40_Arts Center Stn,['40'],1,,,,left_only,FALSE,FALSE
101098,40_West End Stn,['40'],1,,,,left_only,FALSE,FALSE
101100,40_Arts Center Stn,['40'],1,,,,left_only,FALSE,FALSE
101104,40_West End Stn,['40'],1,,,,left_only,FALSE,FALSE
101108,40_West End Stn,['40'],1,42_Lakewood Stn,['42'],1,both,FALSE,FALSE
101110,40_Arts Center Stn,['40'],1,,,,left_only,FALSE,FALSE
101124,813_Georgia State Stn,['813'],1,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2,both,FALSE,FALSE
101126,813_Georgia State Stn,['813'],1,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2,both,FALSE,FALSE
101133,"3_HE Holmes Stn, 68_HE Holmes Stn","['3', '68']",2,"3_Ashby Stn, 3_HE Holmes Stn","['3', '3']",2,both,FALSE,FALSE
101135,"813_Georgia State Stn, 94_West End Stn","['813', '94']",2,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2,both,FALSE,FALSE
101137,94_West End Stn,['94'],1,,,,left_only,FALSE,FALSE
101139,3_Helene Mills Sr Ctr,['3'],1,,,,left_only,FALSE,FALSE
101144,3_Helene Mills Sr Ctr,['3'],1,,,,left_only,FALSE,FALSE
101156,94_West End Stn,['94'],1,,,,left_only,FALSE,FALSE
101162,94_West End Stn,['94'],1,,,,left_only,FALSE,FALSE
101165,94_West End Stn,['94'],1,,,,left_only,FALSE,FALSE
101166,94_Arts Center Stn,['94'],1,,,,left_only,FALSE,FALSE
101168,3_Helene Mills Sr Ctr,['3'],1,,,,left_only,FALSE,FALSE
101446,3_Helene Mills Sr Ctr,['3'],1,,,,left_only,FALSE,FALSE
101448,3_HE Holmes Stn,['3'],1,,,,left_only,FALSE,FALSE
101460,40_Arts Center Stn,['40'],1,,,,left_only,FALSE,FALSE
101464,3_HE Holmes Stn,['3'],1,,,,left_only,FALSE,FALSE
101466,3_HE Holmes Stn,['3'],1,"1_Arts Center Stn, 3_HE Holmes Stn","['1', '3']",2,both,FALSE,FALSE
101468,68_Ashby Stn,['68'],1,,,,left_only,FALSE,FALSE
102005,21_Kensington Stn,['21'],1,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2,both,FALSE,FALSE
102006,21_Kensington Stn,['21'],1,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2,both,FALSE,FALSE
102007,21_Kensington Stn,['21'],1,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2,both,FALSE,FALSE
102009,"107_King Memorial Stn, 21_Indian Creek Stn, 9_Kensington Stn","['107', '21', '9']",3,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2,both,FALSE,FALSE
102011,"186_Rainbow Village, 9_Snapfinger Wds Dr","['186', '9']",2,"20_Mall at Stonecrest, 20_South DeKalb Mall, 20_Xpress P&R Lot","['20', '20', '20']",3,both,FALSE,FALSE
102022,40_Arts Center Stn,['40'],1,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2,both,FALSE,FALSE
102026,42_Lakewood Stn,['42'],1,55_Forest Park,['55'],1,both,FALSE,FALSE
102028,42_Lakewood Stn,['42'],1,55_Forest Park,['55'],1,both,FALSE,FALSE
102030,42_Lakewood Stn,['42'],1,55_Forest Park,['55'],1,both,FALSE,FALSE
102032,186_Five Points Stn,['186'],1,"20_Five Points Stn, 22_Ashview Triangle, 55_Five Points Stn","['20', '22', '55']",3,both,FALSE,FALSE
102042,186_Five Points Stn,['186'],1,20_Five Points Stn,['20'],1,both,FALSE,FALSE
102044,186_Five Points Stn,['186'],1,20_Five Points Stn,['20'],1,both,FALSE,FALSE
102046,186_Five Points Stn,['186'],1,20_Five Points Stn,['20'],1,both,FALSE,FALSE
102052,42_Lakewood Stn,['42'],1,55_Forest Park,['55'],1,both,FALSE,FALSE
102053,42_Lakewood Stn,['42'],1,55_Forest Park,['55'],1,both,FALSE,FALSE
102054,42_Five Points Stn,['42'],1,55_Five Points Stn,['55'],1,both,FALSE,FALSE
102056,42_Five Points Stn,['42'],1,55_Five Points Stn,['55'],1,both,FALSE,FALSE
102062,"21_Five Points Stn, 42_Five Points Stn, 55_Five Points Stn","['21', '42', '55']",3,21_West Lake Stn,['21'],1,both,FALSE,FALSE
102074,"3_Metro Transitional, 49_West Lake Stn, 813_HE Holmes Stn","['3', '49', '813']",3,"21_West Lake Stn, 22_Ashview Triangle, 42_Lakewood Stn","['21', '22', '42']",3,both,FALSE,FALSE
102078,"49_Georgia State Stn, 813_Five Points Stn","['49', '813']",2,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2,both,FALSE,FALSE
102110,49_Metro Transitional,['49'],1,,,,left_only,FALSE,FALSE
102112,49_Metro Transitional,['49'],1,"42_Five Points Stn, 42_Lakewood Stn","['42', '42']",2,both,FALSE,FALSE
102124,3_Helene Mills Sr Ctr,['3'],1,49_North Avenue Stn,['49'],1,both,FALSE,FALSE
102148,"21_Lakewood Stn, 42_Forest Park, 55_Kensington Stn","['21', '42', '55']",3,"21_Kensington Stn, 22_Indian Creek Stn, 55_Forest Park","['21', '22', '55']",3,both,FALSE,FALSE
102152,"21_Five Points Stn, 55_Five Points Stn, 813_West Lake Stn","['21', '55', '813']",3,"21_West Lake Stn, 22_Ashview Triangle","['21', '22']",2,both,FALSE,FALSE
102170,"186_Georgia State Stn, 813_Snapfinger Wds Dr","['186', '813']",2,"20_Mall at Stonecrest, 20_South DeKalb Mall, 20_Xpress P&R Lot","['20', '20', '20']",3,both,FALSE,FALSE
102172,186_Five Points Stn,['186'],1,20_Five Points Stn,['20'],1,both,FALSE,FALSE
102173,186_Snapfinger Wds Dr,['186'],1,"20_Mall at Stonecrest, 20_South DeKalb Mall, 20_Xpress P&R Lot","['20', '20', '20']",3,both,FALSE,FALSE
102174,186_Five Points Stn,['186'],1,20_Five Points Stn,['20'],1,both,FALSE,FALSE
102178,3_HE Holmes Stn,['3'],1,,,,left_only,FALSE,FALSE
102180,"3_HE Holmes Stn, 816_Five Points Stn","['3', '816']",2,,,,left_only,FALSE,FALSE
102222,49_Five Points Stn,['49'],1,42_Five Points Stn,['42'],1,both,FALSE,FALSE
102224,49_Five Points Stn,['49'],1,,,,left_only,FALSE,FALSE
102226,186_Snapfinger Wds Dr,['186'],1,"20_Mall at Stonecrest, 20_South DeKalb Mall, 20_Xpress P&R Lot","['20', '20', '20']",3,both,FALSE,FALSE
102228,"186_Georgia State Stn, 813_Snapfinger Wds Dr","['186', '813']",2,"20_Mall at Stonecrest, 20_South DeKalb Mall, 20_Xpress P&R Lot","['20', '20', '20']",3,both,FALSE,FALSE
102248,"42_Metro Transitional, 49_Lakewood Stn","['42', '49']",2,,,,left_only,FALSE,FALSE
102252,55_Five Points Stn,['55'],1,49_North Avenue Stn,['49'],1,both,FALSE,FALSE
102253,55_Five Points Stn,['55'],1,49_North Avenue Stn,['49'],1,both,FALSE,FALSE
102258,"26_Bolton Rd, 816_Emory University","['26', '816']",2,,,,left_only,FALSE,FALSE
102274,"21_Forest Park, 55_Kensington Stn","['21', '55']",2,"22_Ashview Triangle, 22_Indian Creek Stn, 42_Lakewood Stn","['22', '22', '42']",3,both,FALSE,FALSE
102282,"186_Snapfinger Wds Dr, 813_Georgia State Stn","['186', '813']",2,"20_Mall at Stonecrest, 20_South DeKalb Mall, 20_Xpress P&R Lot","['20', '20', '20']",3,both,FALSE,FALSE
102294,"49_Five Points Stn, 813_Georgia State Stn","['49', '813']",2,,,,left_only,FALSE,FALSE
102296,"49_Five Points Stn, 813_Georgia State Stn","['49', '813']",2,42_Five Points Stn,['42'],1,both,FALSE,FALSE
102298,"3_Emory University, 816_Helene Mills Sr Ctr","['3', '816']",2,,,,left_only,FALSE,FALSE
102308,"3_Arts Center Stn, 40_Helene Mills Sr Ctr, 816_Emory University","['3', '40', '816']",3,,,,left_only,FALSE,FALSE
102310,40_West End Stn,['40'],1,,,,left_only,FALSE,FALSE
102526,899_Georgia State Stn,['899'],1,,,,left_only,FALSE,FALSE
102530,186_Snapfinger Wds Dr,['186'],1,"20_Mall at Stonecrest, 20_South DeKalb Mall, 20_Xpress P&R Lot","['20', '20', '20']",3,both,FALSE,FALSE
102534,"21_Forest Park, 55_Kensington Stn","['21', '55']",2,"21_Kensington Stn, 22_Indian Creek Stn, 42_Five Points Stn, 55_Forest Park","['21', '22', '42', '55']",4,both,FALSE,FALSE
102540,813_West Lake Stn,['813'],1,,,,left_only,FALSE,FALSE
102544,42_Lakewood Stn,['42'],1,55_Forest Park,['55'],1,both,FALSE,FALSE
102546,42_Five Points Stn,['42'],1,55_Five Points Stn,['55'],1,both,FALSE,FALSE
102554,49_Metro Transitional,['49'],1,42_Lakewood Stn,['42'],1,both,FALSE,FALSE
102558,3_Helene Mills Sr Ctr,['3'],1,,,,left_only,FALSE,FALSE
103022,"107_Five Points Stn, 21_Georgia State Stn","['107', '21']",2,"21_West Lake Stn, 22_Ashview Triangle","['21', '22']",2,both,FALSE,FALSE
103024,"107_Georgia State Stn, 21_Five Points Stn","['107', '21']",2,21_West Lake Stn,['21'],1,both,FALSE,FALSE
103026,"107_Georgia State Stn, 21_Five Points Stn","['107', '21']",2,"21_West Lake Stn, 22_Ashview Triangle","['21', '22']",2,both,FALSE,FALSE
103032,899_Georgia State Stn,['899'],1,7_West End Stn,['7'],1,both,FALSE,FALSE
103034,899_Georgia State Stn,['899'],1,7_West End Stn,['7'],1,both,FALSE,FALSE
103052,3_Helene Mills Sr Ctr,['3'],1,,,,left_only,FALSE,FALSE
103060,809_Lindbergh Ctr Stn,['809'],1,,,,left_only,FALSE,FALSE
103083,"186_Five Points Stn, 9_King Memorial Stn","['186', '9']",2,20_Five Points Stn,['20'],1,both,FALSE,FALSE
103090,"107_Georgia State Stn, 21_Five Points Stn","['107', '21']",2,"21_West Lake Stn, 22_Ashview Triangle","['21', '22']",2,both,FALSE,FALSE
103092,"107_Georgia State Stn, 21_Five Points Stn","['107', '21']",2,22_Ashview Triangle,['22'],1,both,FALSE,FALSE
103094,"107_Indian Creek Stn, 21_Kensington Stn","['107', '21']",2,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2,both,FALSE,FALSE
103095,"107_Five Points Stn, 21_Georgia State Stn","['107', '21']",2,"21_West Lake Stn, 22_Ashview Triangle","['21', '22']",2,both,FALSE,FALSE
103097,"107_Indian Creek Stn, 21_Kensington Stn","['107', '21']",2,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2,both,FALSE,FALSE
103098,"107_Kensington Stn, 21_Indian Creek Stn","['107', '21']",2,"21_Kensington Stn, 22_Indian Creek Stn, 7_West End Stn","['21', '22', '7']",3,both,FALSE,FALSE
103100,"107_Kensington Stn, 21_Indian Creek Stn","['107', '21']",2,"21_Kensington Stn, 22_Indian Creek Stn, 7_West End Stn","['21', '22', '7']",3,both,FALSE,FALSE
103108,186_Snapfinger Wds Dr,['186'],1,"20_Mall at Stonecrest, 20_South DeKalb Mall, 20_Xpress P&R Lot","['20', '20', '20']",3,both,FALSE,FALSE
103134,"186_Georgia State Stn, 813_Snapfinger Wds Dr","['186', '813']",2,"20_Mall at Stonecrest, 20_South DeKalb Mall, 20_Xpress P&R Lot","['20', '20', '20']",3,both,FALSE,FALSE
103138,"186_Georgia State Stn, 813_Snapfinger Wds Dr","['186', '813']",2,"20_Mall at Stonecrest, 20_South DeKalb Mall, 20_Xpress P&R Lot","['20', '20', '20']",3,both,FALSE,FALSE
103162,3_Helene Mills Sr Ctr,['3'],1,,,,left_only,FALSE,FALSE
103168,"107_Georgia State Stn, 21_Five Points Stn","['107', '21']",2,"21_West Lake Stn, 22_Ashview Triangle, 7_Lindbergh Ctr Stn","['21', '22', '7']",3,both,FALSE,FALSE
103169,"107_Georgia State Stn, 21_Five Points Stn","['107', '21']",2,"21_West Lake Stn, 22_Ashview Triangle","['21', '22']",2,both,FALSE,FALSE
103170,"107_Georgia State Stn, 21_Five Points Stn","['107', '21']",2,"21_West Lake Stn, 22_Ashview Triangle, 7_Lindbergh Ctr Stn","['21', '22', '7']",3,both,FALSE,FALSE
103190,899_North Avenue Stn,['899'],1,7_Lindbergh Ctr Stn,['7'],1,both,FALSE,FALSE
103191,899_North Avenue Stn,['899'],1,,,,left_only,FALSE,FALSE
103193,899_North Avenue Stn,['899'],1,7_Lindbergh Ctr Stn,['7'],1,both,FALSE,FALSE
103196,3_Helene Mills Sr Ctr,['3'],1,,,,left_only,FALSE,FALSE
103198,"107_Indian Creek Stn, 21_Kensington Stn","['107', '21']",2,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2,both,FALSE,FALSE
103200,9_Rainbow Village,['9'],1,7_West End Stn,['7'],1,both,FALSE,FALSE
103202,"107_Kensington Stn, 21_Indian Creek Stn","['107', '21']",2,"21_Kensington Stn, 22_Indian Creek Stn, 7_Lindbergh Ctr Stn","['21', '22', '7']",3,both,FALSE,FALSE
103900,"809_Lindbergh Ctr Stn, 899_Georgia State Stn, 899_North Avenue Stn, 9_Rainbow Village","['809', '899', '899', '9']",4,,,,left_only,FALSE,FALSE
104012,"32_Constitution Rd, 4_Rainbow Village, 74_South Park Blvd","['32', '4', '74']",3,"32_Linecrest Rd, 4_Constitution Rd, 74_South DeKalb Mall","['32', '4', '74']",3,both,TRUE,FALSE
104013,4_Constitution Rd,['4'],1,"32_Linecrest Rd, 4_Constitution Rd, 74_South DeKalb Mall","['32', '4', '74']",3,both,FALSE,FALSE
104048,21_Five Points Stn,['21'],1,,,,left_only,FALSE,FALSE
104050,21_Kensington Stn,['21'],1,,,,left_only,FALSE,FALSE
104052,21_Five Points Stn,['21'],1,,,,left_only,FALSE,FALSE
104054,21_Kensington Stn,['21'],1,,,,left_only,FALSE,FALSE
104056,21_Five Points Stn,['21'],1,,,,left_only,FALSE,FALSE
104058,21_Kensington Stn,['21'],1,,,,left_only,FALSE,FALSE
104060,21_Five Points Stn,['21'],1,,,,left_only,FALSE,FALSE
104062,21_Kensington Stn,['21'],1,,,,left_only,FALSE,FALSE
104064,21_Kensington Stn,['21'],1,,,,left_only,FALSE,FALSE
104066,21_Five Points Stn,['21'],1,,,,left_only,FALSE,FALSE
104068,21_Five Points Stn,['21'],1,,,,left_only,FALSE,FALSE
104070,"107_Kensington Stn, 21_Indian Creek Stn","['107', '21']",2,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2,both,FALSE,FALSE
104076,"107_Five Points Stn, 21_Georgia State Stn","['107', '21']",2,"21_West Lake Stn, 22_Ashview Triangle","['21', '22']",2,both,FALSE,FALSE
104078,"107_Kensington Stn, 21_Indian Creek Stn","['107', '21']",2,"21_Kensington Stn, 22_Indian Creek Stn","['21', '22']",2,both,FALSE,FALSE
104436,"21_Five Points Stn, 823_Decatur Stn","['21', '823']",2,21_West Lake Stn,['21'],1,both,FALSE,FALSE
105002,"32_South Park Blvd, 74_Rainbow Village","['32', '74']",2,"32_Linecrest Rd, 74_South DeKalb Mall","['32', '74']",2,both,TRUE,FALSE
105004,"32_Rainbow Village, 74_South Park Blvd","['32', '74']",2,"32_Linecrest Rd, 74_South DeKalb Mall","['32', '74']",2,both,TRUE,FALSE
105006,"32_Rainbow Village, 74_South Park Blvd","['32', '74']",2,"32_Linecrest Rd, 74_South DeKalb Mall","['32', '74']",2,both,TRUE,FALSE
105016,74_Rainbow Village,['74'],1,74_South DeKalb Mall,['74'],1,both,TRUE,FALSE
105018,74_Rainbow Village,['74'],1,74_South DeKalb Mall,['74'],1,both,TRUE,FALSE
105038,107_Indian Creek Stn,['107'],1,22_Indian Creek Stn,['22'],1,both,FALSE,FALSE
105040,107_Indian Creek Stn,['107'],1,22_Indian Creek Stn,['22'],1,both,FALSE,FALSE
105042,107_Indian Creek Stn,['107'],1,22_Indian Creek Stn,['22'],1,both,FALSE,FALSE
105044,107_Indian Creek Stn,['107'],1,22_Indian Creek Stn,['22'],1,both,FALSE,FALSE
105074,107_Georgia State Stn,['107'],1,22_Ashview Triangle,['22'],1,both,FALSE,FALSE
105075,107_Georgia State Stn,['107'],1,22_Ashview Triangle,['22'],1,both,FALSE,FALSE
105076,107_Georgia State Stn,['107'],1,22_Ashview Triangle,['22'],1,both,FALSE,FALSE
105094,74_Inman Park Stn,['74'],1,74_Inman Park Stn,['74'],1,both,TRUE,TRUE
105096,74_Inman Park Stn,['74'],1,74_Inman Park Stn,['74'],1,both,TRUE,TRUE
105098,74_Inman Park Stn,['74'],1,74_Inman Park Stn,['74'],1,both,TRUE,TRUE
105107,74_Rainbow Village,['74'],1,74_South DeKalb Mall,['74'],1,both,TRUE,FALSE
105118,"32_Inman Park Stn, 74_Inman Park Stn","['32', '74']",2,"32_Inman Park Stn, 74_Inman Park Stn","['32', '74']",2,both,TRUE,TRUE
105120,"32_Inman Park Stn, 74_Inman Park Stn","['32', '74']",2,"32_Inman Park Stn, 74_Inman Park Stn","['32', '74']",2,both,TRUE,TRUE
105122,"32_Inman Park Stn, 74_Inman Park Stn","['32', '74']",2,"32_Inman Park Stn, 74_Inman Park Stn","['32', '74']",2,both,TRUE,TRUE
105124,32_Inman Park Stn,['32'],1,32_Inman Park Stn,['32'],1,both,TRUE,TRUE
105126,32_Inman Park Stn,['32'],1,32_Inman Park Stn,['32'],1,both,TRUE,TRUE
105130,32_Inman Park Stn,['32'],1,32_Inman Park Stn,['32'],1,both,TRUE,TRUE
105152,"32_Rainbow Village, 74_South Park Blvd","['32', '74']",2,"32_Linecrest Rd, 74_South DeKalb Mall","['32', '74']",2,both,TRUE,FALSE
105158,"32_South Park Blvd, 74_Rainbow Village","['32', '74']",2,"32_Linecrest Rd, 74_South DeKalb Mall","['32', '74']",2,both,TRUE,FALSE
105160,32_South Park Blvd,['32'],1,32_Linecrest Rd,['32'],1,both,TRUE,FALSE
105161,32_Inman Park Stn,['32'],1,32_Inman Park Stn,['32'],1,both,TRUE,TRUE
105162,32_South Park Blvd,['32'],1,32_Linecrest Rd,['32'],1,both,TRUE,FALSE
105164,32_South Park Blvd,['32'],1,32_Linecrest Rd,['32'],1,both,TRUE,FALSE
105166,32_South Park Blvd,['32'],1,32_Linecrest Rd,['32'],1,both,TRUE,FALSE
105172,24_Candler Park Stn,['24'],1,,,,left_only,FALSE,FALSE
105174,24_Candler Park Stn,['24'],1,,,,left_only,FALSE,FALSE
105176,24_Candler Park Stn,['24'],1,,,,left_only,FALSE,FALSE
105178,24_Candler Park Stn,['24'],1,,,,left_only,FALSE,FALSE
105180,24_Candler Park Stn,['24'],1,,,,left_only,FALSE,FALSE
105182,24_Candler Park Stn,['24'],1,,,,left_only,FALSE,FALSE
105184,24_Candler Park Stn,['24'],1,,,,left_only,FALSE,FALSE
